Name,Rating,Courses,Fees Range,Package,City
"Central Institute of Plastics Engineering and Technology, Jaipur",4.6,5 Courses,₹2 L,4.0,Jaipur
"CSI Institute of Legal Studies, Parassala",3.5,5 Courses,– / –,3.3,Thiruvananthapuram
Tata College,4.0,17 Courses,– / –,1.0,Chaibasa
Pune Institute of Aviation and Hospitality Management,NULL,1 Course,– / –,– / –,Pune
Bapuji Pharmacy College,4.2,5 Courses,₹1.1 L - 4 L,₹1.98 - 2.1 LPA,Davangere
Bhai Gurdas General Nursing College,NULL,4 Courses,– / –,– / –,Patiala
Texcity College of Nursing,4.6,6 Courses,– / –,5.0,Coimbatore
Tripura College of Nursing,NULL,6 Courses,– / –,– / –,Agartala
"Tarkeshwar Prasad Varma College, Babasaheb Bhimrao Ambedkar Bihar University",4.6,15 Courses,₹10 K - 10.6 K,5.0,Bihar - Other
Asan Memorial College of Arts and Science,4.1,14 Courses,₹1.6 L,4.0,Chennai
Hi-Tech College of Physiotherapy,NULL,2 Courses,– / –,– / –,Khordha
University College of Ayurved,NULL,8 Courses,₹2 L - 6 L,– / –,Jodhpur
Sahara College of Nursing and Paramedical Sciences,NULL,1 Course,– / –,– / –,Lucknow
Saintgits Design School,NULL,3 Courses,– / –,– / –,Kottayam
Venkateshwara Open University,NULL,133 Courses,₹12.5 K - 1.4 L,– / –,Itanagar
Shri Rama Krishna Group Of Institutions,2.4,19 Courses,– / –,1.0,Satna
Ravi School of Nursing,NULL,2 Courses,– / –,– / –,Agra
St. Josephs Arts and Science College,NULL,18 Courses,– / –,₹3.4 - 3.53 LPA,Bangalore
Rizvi College of Education,NULL,1 Course,₹1.9 L,– / –,Mumbai
"Government Engineering College, Jehanabad",4.1,3 Courses,₹10.5 K,3.0,Gaya
MIES R.M. Law College,NULL,1 Course,– / –,– / –,Kolkata
King George Hospital School of Nursing,NULL,1 Course,– / –,– / –,Visakhapatnam
S.S. Institute Of Medical Sciences Management Technology & Research,NULL,46 Courses,₹14.6 K - 98.4 K,– / –,Agra
"ILM College of Engineering and Technology, Ernakulam",2.8,7 Courses,₹3 L,2.0,Ernakulum
Shri Brahamanand Institute of Education,NULL,6 Courses,₹2.8 L,– / –,Junagadh
Shri Gurunanak Girls Degree College,NULL,8 Courses,₹12.6 K - 45 K,– / –,Lucknow
Tata College,4.1,11 Courses,₹1.4 L,3.5,Sidhi
"Trinityc Mission Medical Foundation, College of Physiotherapy",NULL,2 Courses,– / –,– / –,Madurai
"School of Nursing, Tirath Ram Shah Hospital",NULL,1 Course,– / –,– / –,Delhi
"IBMR Business Schools, Ahmedabad",NULL,4 Courses,₹2.4 L,– / –,Ahmedabad
Airborne Academy,NULL,5 Courses,₹35 K - 65 K,– / –,Delhi
"School of Biosciences, Apeejay Stya University",3.7,13 Courses,₹1 L - 13 L,3.6,Gurgaon
"College of Arts, Sri Venkateswara University",4.0,15 Courses,₹12 K - 15.4 K,₹6 LPA,Tirupati
Lucknow Model College of Pharmacy,4.4,2 Courses,₹2.5 L,4.0,Lucknow
Universal College of Architecture,NULL,1 Course,₹4.5 L,– / –,Mumbai
Acharya College of Nursing,4.1,6 Courses,₹2 L - 2.4 L,₹1.96 - 2.72 LPA,Bangalore
"IILM Academy of Higher Learning, Jaipur",4.4,1 Course,₹4 L,4.3,Jaipur
"Clinomic Center for Clinical Research Pvt. Ltd., Andheri West",NULL,2 Courses,₹65 K - 1.1 L,– / –,Mumbai
Indian Statistical Institute Mumbai,NULL,6 Courses,₹17.7 K - 82.6 K,– / –,Mumbai
R.K College Of Pharmacy,NULL,2 Courses,₹2.5 L,– / –,Moradabad
"Bapatla College of Pharmacy, Bapatla",4.2,4 Courses,₹2.1 L - 2.2 L,3.8,Andhra Pradesh - Other
SJM Dental College and Hospital,NULL,2 Courses,₹3.8 L - 11.2 L,– / –,Chitradurga
Bengal Institute of Technology and Management,2.9,17 Courses,₹1.3 L - 3.6 L,2.3,Birbhum
Udaybhansinhji Regional institute of Cooperative Management,4.6,3 Courses,₹4 L,5.0,Gandhinagar
Truba Institute of Pharmacy,5.0,5 Courses,₹78 K - 1.7 L,5.0,Bhopal
Guru Nanak College of Elementary Teacher Education,NULL,1 Course,– / –,– / –,Mumbai
"Government College, Malerkotla",3.4,8 Courses,– / –,3.0,Malerkotla
Bhoj Mahavidhyalaya,NULL,27 Courses,– / –,– / –,Bhopal
Bundelkhand Government Ayurvedic College and Hospital,NULL,1 Course,₹63 K,– / –,Jhansi
International Academy of Management and Entrepreneurship,2.4,9 Courses,₹1 L - 5.9 L,1.0,Bangalore
"Xavier School of Communications, Xavier University Bhubaneswar",4.8,2 Courses,₹1.9 L - 3.2 L,₹3.5 - 17.1 LPA,Bhubaneswar
Anekant Institute of Management Studies,4.8,1 Course,₹1.5 L,₹2 LPA,Pune
"Matoshri College of Management & Research Centre,Eklahare",NULL,1 Course,₹1.5 L,– / –,Nashik
"L.N.Pharmacy College,Deoria",NULL,2 Courses,₹2.5 L,– / –,Uttar Pradesh - Other
Shivang Homoeopathic Medical College,NULL,1 Course,₹76.6 L,– / –,Bhopal
"Gurukrupa Institute of Pharmacy, Majalgaon",NULL,2 Courses,₹12 K - 3.3 L,– / –,Beed
Modern Global Nursing Institute,NULL,2 Courses,– / –,– / –,Haridwar
"PAU College of Agriculture, Ballowal",NULL,1 Course,₹1.2 L,₹3.5 LPA,Shahid Bhagat Singh Nagar
"State Institute of Hotel Management, Catering Technology & Applied Nutrition, Tirupati",NULL,3 Courses,₹25 K - 2.4 L,– / –,Tirupati
Pixel Institute of Photography,NULL,4 Courses,– / –,– / –,Delhi
Ionic Fashion Academy,4.6,16 Courses,₹90 K - 3.2 L,5.0,Kolkata
"Government Engineering College, Banka",NULL,5 Courses,– / –,– / –,Banka
M.L.M Group of Colleges,NULL,22 Courses,– / –,– / –,Moga
"Government Women's College, Patna",NULL,23 Courses,– / –,– / –,Patna
"Symbiosis Centre for Corporate Education, Symbiosis International, Pune",NULL,22 Courses,₹8 K,– / –,Pune
"G S College of Commerce & Economics, Jabalpur",3.0,9 Courses,₹1.4 L,₹3.64 - 3.86 LPA,Jabalpur
MCE Society's Allana College of Pharmacy,3.8,4 Courses,₹3.2 L - 5.5 L,₹1.68 - 2.16 LPA,Pune
"D.A.V.College, Titlagarh",4.7,21 Courses,– / –,4.5,Orissa - Other
Dr. Lankapalli Bullayya College of Engineering,4.3,4 Courses,– / –,₹4.17 LPA,Visakhapatnam
Diamond Harbour Government Polytechnic,4.2,3 Courses,₹1.8 K,4.0,District 24 Parganas
"Institute of Paramedical Sciences, Silchar",NULL,8 Courses,– / –,– / –,Silchar
Sri Sukhmani Institute of Engineering and Technology,2.9,10 Courses,₹1.2 L - 3.2 L,2.5,Derabassi
"Picasso Animation College, Noida",NULL,3 Courses,₹2.3 L - 4 L,– / –,Noida
VidyaBharathi  Group of Institutions,3.6,13 Courses,– / –,3.3,Kochi
BM Birla College of Nursing,NULL,6 Courses,– / –,– / –,Kolkata
Sree Vidyaranya B.P.Ed. College,NULL,1 Course,– / –,– / –,Anantapur
"Government College, Rau",4.4,3 Courses,– / –,4.0,Indore
"Virohan Institute of Health and Management Sciences, Kalkaji",NULL,9 Courses,₹35 K - 1.5 L,– / –,Delhi
Jai Shriram Engineering College,3.8,10 Courses,– / –,4.0,Tirupur
Bhuvaneshwari Correspondence College,4.0,11 Courses,₹4.1 K - 27 K,4.0,Bangalore
Reliable Institute,3.3,5 Courses,– / –,2.3,Ghaziabad
Vikas Institute of Pharmaceutical Sciences,4.0,8 Courses,₹1.2 L - 2.6 L,₹4.5 - 5.5 LPA,Rajahmundry
Rajkiya Kanya Mahavidyalaya,4.8,3 Courses,– / –,4.0,Shimla
Farooqia College of Pharmacy,3.6,4 Courses,₹1.1 L - 4 L,3.0,Mysore
"Government Polytechnic College, Khamgaon",3.7,5 Courses,₹18 K,4.0,Maharashtra - Other
B.S.M. Post Graduate College,4.3,14 Courses,– / –,4.7,Roorkee
Gramonnati Mandals College of Agriculture Business Management,NULL,1 Course,₹1.5 L,– / –,Pune
R.D. Memorial College of Nursing,NULL,3 Courses,– / –,– / –,Indore
"Career Avenues, Lucknow",NULL,12 Courses,₹32 K - 1.8 L,– / –,Lucknow
"Institute of Finance, Banking and Insurance",NULL,3 Courses,₹72 K,– / –,Ahmedabad
"UEI Global, Agra",NULL,20 Courses,₹1.3 L - 1.9 L,– / –,Agra
Arya Institute of Engineering Technology and Management,4.0,6 Courses,₹3 L,4.2,Jaipur
Garodia’s Academy (P.G. Garodia School (I.C.S.E.)),NULL,1 Course,₹22 K,– / –,Mumbai
Narayandas Sarwottamdas Soti Law College,NULL,2 Courses,– / –,– / –,Sangli
Hakeem Abdul Hameed Unani Medical College And Hospital,NULL,1 Course,₹1.1 Cr,– / –,Dewas
Gokul Ayurvedic College,4.5,1 Course,₹10.1 L,4.5,Gujarat - Other
"College of Agriculture, Kalaburagi",NULL,1 Course,– / –,₹2.4 LPA,Karnataka - Other
Accman Institute of Management,4.7,2 Courses,₹5.2 L,4.8,Greater Noida
"P.G. Institute of Agri Business Management, Junagadh Agricultural University",5.0,1 Course,₹56.5 K,5.0,Junagadh
Pilathara Co-Op Arts and Science College,3.0,8 Courses,– / –,2.3,Kannur
Dr. Ulhas Patil Law College,NULL,2 Courses,₹36.7 K - 50 K,– / –,Jalgaon
"M.E.S College, Erumely",NULL,15 Courses,₹58.4 K - 1.2 L,₹0.55 - 5.6 LPA,Kottayam
Samastipur College,3.5,33 Courses,₹300 - 432,2.5,Bihar - Other
Meghraj Memorial B.Ed. College,NULL,2 Courses,– / –,– / –,Begusarai
"HCL TechBee, Lucknow",NULL,2 Courses,₹1 L - 2 L,– / –,Lucknow
"Institute of Management Studies, Roorkee",3.3,5 Courses,₹54 K - 1.7 L,2.5,Roorkee
Academy for Clinical Excellence,NULL,8 Courses,₹44 K - 64 K,– / –,Mumbai
Seven Mentor Pvt Ltd,NULL,8 Courses,₹6 K - 8 K,– / –,Pune
"Polytechnic in Agricultural Engineering, Junagadh Agricultural University",NULL,1 Course,– / –,– / –,Rajkot
Teresian College,4.7,21 Courses,– / –,₹2.4 - 3 LPA,Mysore
S.P.T.M. College of Arts and Science,4.4,7 Courses,– / –,5.0,Surat
"Institute of Health Sciences, Bhubaneswar",NULL,2 Courses,₹5 L - 13 L,– / –,Bhubaneswar
Bangalore Baptist Hospital,NULL,5 Courses,– / –,– / –,Bangalore
Sri Balaji Teachers Training College,NULL,2 Courses,– / –,– / –,Jaipur
Einstein College of Arts and Science,NULL,8 Courses,– / –,– / –,Tirunelveli
Nootan College of Pharmacy,NULL,2 Courses,₹12 K,– / –,Sangli
Heeralal Yadav Balika Degree College,NULL,10 Courses,– / –,– / –,Lucknow
"Yaduvanshi Institute Of Education,Mahender Garh",3.8,4 Courses,– / –,3.3,Mahendragarh
Satyapriya Roy College of Education,NULL,2 Courses,– / –,– / –,Kolkata
Canning Government Polytechnic,4.4,3 Courses,₹1.8 K,4.0,District 24 Parganas
Giriraj Nursing School,NULL,2 Courses,– / –,– / –,Baramati
Nehru Institute of Design,NULL,2 Courses,– / –,– / –,Coimbatore
RIMS International School and Junior College,NULL,1 Course,₹11.8 L,– / –,Mumbai
"Polytechnic in Agriculture, Vaso, Anand Agriculture University",NULL,1 Course,– / –,– / –,Gujarat - Other
"Kottayam Institute of Technology And Science, Kottayam",3.2,12 Courses,₹2 L - 2.7 L,3.0,Kottayam
"LTA School of Beauty, Pune",NULL,3 Courses,– / –,– / –,Pune
Sri Dronacharya Degree College,3.6,20 Courses,– / –,3.0,Noida
Chinmaya Advance Research Education College of Nursing,NULL,5 Courses,– / –,– / –,Haridwar
West Hill Polytechnic College,NULL,3 Courses,₹12.8 K,– / –,Hassan
"Science College, Kokrajhar",3.2,12 Courses,₹79 K,1.5,Kokrajhar
Annasaheb Ramesh Ajmera College of Pharmacy,4.2,6 Courses,– / –,4.0,Dhule
Nehru College of Physiotherapy,NULL,1 Course,– / –,– / –,Coimbatore
ICFL - Icicidirect Centre For Financial Learning,NULL,25 Courses,₹2.8 K - 3 L,– / –,Pune
Bhaskar Engineering College,3.8,8 Courses,₹1.8 L - 2 L,3.0,Ranga Reddy
Dr. Babasaheb Ambedkar Marathwada University,NULL,3 Courses,₹1.2 L,– / –,Aurangabad
Saveetha College of Architecture and Design,NULL,1 Course,– / –,– / –,Chennai
Balwant College,NULL,13 Courses,– / –,₹1.3 - 1.5 LPA,Sangli
Chellammal Womens College,4.1,18 Courses,– / –,3.8,Chennai
College of Fisheries Nautical Technology - Tamil Nadu Fisheries University,NULL,1 Course,₹48 K,₹2.4 LPA,Thoothukudi
S.M.B.T. Ayurved College and Hospital,3.4,1 Course,– / –,2.0,Nashik
"Tecnia Institute of Dance, Music & Fine Art",NULL,5 Courses,– / –,– / –,Delhi
Viswanadha Institute of Pharmaceutical Sciences,4.1,4 Courses,₹1 L - 2.1 L,3.4,Visakhapatnam
"Swami Vivekanand Government PG College, Neemuch",2.8,20 Courses,– / –,2.0,Madhya Pradesh - Other
"Institute of Nursing Sciences and Research, Malabar Cancer Centre",NULL,2 Courses,₹2.9 L,– / –,Kannur
Quaid-E-Millath Government College For Women,4.4,9 Courses,– / –,₹1.32 - 1.44 LPA,Chennai
Sagara Gangothri College of Education,NULL,1 Course,– / –,– / –,Shimoga
C.L. Jain College,2.9,4 Courses,– / –,2.3,Firozabad
JSS Polytechnic,4.0,7 Courses,₹12.8 K,4.0,Mysore
Shadhan Institute of Medical Sciences Teaching Hospital and Research Center,NULL,1 Course,– / –,– / –,Hyderabad
"Avinash College of Commerce, S. R. Nagar",NULL,12 Courses,₹45 K - 1.5 L,– / –,Hyderabad
"Beehive College of Engineering and Technology (BCET, Dehradun)",3.3,6 Courses,₹98.5 K - 2.5 L,2.4,Dehradun
AIMS Hotel Management College,NULL,11 Courses,– / –,– / –,Anand
"Unique Institute of Management (UIM, Pune)",4.4,1 Course,₹1.2 L,4.0,Pune
Yadavindra College of Engineering,2.7,29 Courses,₹11.3 K - 2.9 L,₹2.71 - 3.5 LPA,Bathinda
"Government Arts and Science College, Kozhinjampara",4.6,3 Courses,₹3.1 K,4.0,Palakkad
Netes Institute of Pharmaceutical Science,4.3,3 Courses,₹2.9 L - 4.9 L,3.5,Assam - Other
Padmashri Dr. Sivanthi Aditanar College of Nursing,NULL,1 Course,– / –,– / –,Tamil Nadu - Other
Pimtech College of B.Sc. M.L.T.,NULL,1 Course,– / –,– / –,Kothagudem
Akshara Degree College,NULL,3 Courses,– / –,– / –,Hyderabad
Smt Tarawati Institute of Bio-Medical and Allied Sciences,4.3,3 Courses,₹90 K - 2.4 L,4.0,Roorkee
"Government Arts and Science College, Kamareddy",5.0,21 Courses,₹53 K - 72.8 K,5.0,Nizamabad
S.D. Mahila Mahavidyalaya,NULL,5 Courses,₹33.9 K - 37 K,– / –,Hansi
Pioneer Degree College,NULL,4 Courses,₹14.9 K,– / –,Hyderabad
ASET Institute of Technology,3.5,14 Courses,– / –,3.5,Chennai
Kerala State Institute of Design,NULL,1 Course,– / –,– / –,Kollam
"Indo-German Tool Room, Indore",NULL,3 Courses,– / –,– / –,Indore
Lakshya Medical College,NULL,2 Courses,₹90 K - 2.5 L,– / –,Uttar Pradesh - Other
Vinayaka Law College,NULL,3 Courses,₹50 K - 81 K,– / –,Medak
"Ma Aa Shivajirao Kardile Arts, Commerce, and Science College",NULL,3 Courses,– / –,– / –,Ahmednagar
Vasantrao Naik Govternment Institute of Arts and Social Sciences,NULL,14 Courses,– / –,– / –,Nagpur
Alphonsa College,4.6,18 Courses,– / –,4.0,Kottayam
SVS College of Engineering (SVSCE),4.1,8 Courses,₹1 L - 2 L,3.7,Coimbatore
MNR College Of Engineering and Technology,3.2,3 Courses,₹2.4 L,3.0,Telangana-Other
Chamunda Institute of Medical Sciences and Nursing College,NULL,3 Courses,– / –,– / –,Kullu
Kohinoor College Of Arts,3.0,21 Courses,– / –,3.0,Aurangabad
Christ Nagar College,3.5,9 Courses,₹54 K - 1.1 L,3.8,Thiruvananthapuram
Mathuradas Mohta Science College,4.9,8 Courses,– / –,4.5,Nagpur
Ly. Khalsa College for Women,NULL,22 Courses,– / –,– / –,Jalandhar
Basavakalyan Engineering College,2.8,5 Courses,₹3.6 L,₹1.4 LPA,Bidar
"Directorate of Distance Education, PTU",4.3,14 Courses,₹42.8 K - 93 K,4.1,Kapurthala
Institute of Environmental Architecture,NULL,1 Course,– / –,– / –,Mumbai
Sai Tirumala N V R Engineering College,3.5,20 Courses,₹54 K - 1.4 L,₹2.6 LPA,Narasaraopet
Shri Vishnu S.D.P.G. College,3.4,14 Courses,₹73.5 K,3.0,Himachal Pradesh - Other
"Government Medical College, Baramulla",NULL,1 Course,₹48.1 K,– / –,Baramulla
"Shree Shamalaji Homoeopathic Medical College, Hospital and R.I Godhra",NULL,1 Course,₹4.5 L,– / –,Godhra
"Government Polytechnic College, Purasawalkam",NULL,3 Courses,– / –,– / –,Chennai
"Government Arts College, Ariyalur",NULL,26 Courses,– / –,₹1.2 - 1.5 LPA,Tamil Nadu - Other
"Amrita School of Arts, Humanities and Commerce, Amrita Vishwa Vidyapeetham, Coimbatore",4.6,4 Courses,₹1.8 L - 4 L,₹4.5 - 4.7 LPA,Coimbatore
"NIE Science College, NIE Campus",4.9,3 Courses,– / –,5.0,Mysore
Shivanjali College of Nursing,NULL,1 Course,– / –,– / –,Ahmednagar
Maa Shahjadi Devi Memorial School of Nursing,NULL,2 Courses,– / –,– / –,Azamgarh
GIMT - Geeta Institute of Management And Technology,2.8,19 Courses,₹90 K - 2 L,1.8,Kurukshetra
"Study and Lead Educational and Welfare Society,Bangalore",NULL,2 Courses,₹11 K - 14 K,– / –,Bangalore
Super Speciality Paediatric Hospital and Post Graduate Teaching Institute,NULL,3 Courses,₹1.6 L,– / –,Noida
Kala Ashram Ayurved Medical College and Hospital,3.7,1 Course,– / –,3.5,Udaipur
"St. Mary's College, Thoothukudi",3.7,38 Courses,– / –,2.5,Thoothukudi
Kular College of Nursing,NULL,3 Courses,– / –,– / –,Ludhiana
Vijaya Teachers College,NULL,2 Courses,– / –,– / –,Bangalore
"Government Arts and Science College,Kovilpatti",NULL,12 Courses,– / –,₹26.6 LPA,Tamil Nadu - Other
Tamilnadu Government Music College,NULL,13 Courses,– / –,– / –,Madurai
JRN Institute of Aviation Technology,3.1,3 Courses,– / –,2.9,Delhi
Christhu Jyothi Institute of Technology and Science,3.8,16 Courses,₹44.7 K - 2.5 L,3.5,Warangal
Maharaja Agarsain Institute of Technology,4.8,1 Course,₹1.3 L,4.0,Ghaziabad
"M.L. Arya College, Purnea University",3.7,22 Courses,₹9.3 K,3.3,Purnia
Panna Dhai Maa Subharati Nursing College,NULL,10 Courses,– / –,– / –,Meerut
Kmct Engineering College,NULL,3 Courses,– / –,– / –,Kozhikode
Mangayarkarasi College of Education,NULL,2 Courses,– / –,– / –,Madurai
Lokmanya Tilak Institute Of Architecture and Design Studies,NULL,1 Course,– / –,– / –,Mumbai
"GovernmentPhysiotherapy College, PT. J.N.M. Medical College",NULL,1 Course,– / –,– / –,Raipur
University College of Medical Education,NULL,2 Courses,– / –,– / –,Ernakulum
Maulana Minnatullah Rahmani Technical Institute,NULL,2 Courses,– / –,– / –,Patna
Chirala Engineering College,3.4,21 Courses,₹60.4 K - 1.8 L,2.9,Andhra Pradesh - Other
Ironwood Sports Management Global Academy,NULL,5 Courses,– / –,– / –,Mumbai
Calcutta Girls' B.T College,NULL,1 Course,– / –,– / –,Kolkata
Smt M N K Dalal Education College for Women,NULL,1 Course,– / –,– / –,Ahmedabad
"Aptech Aviation and Hospitality Academy, Kochi",NULL,10 Courses,– / –,– / –,Kochi
Sarguja University,NULL,7 Courses,– / –,– / –,Chhattisgarh - Other
RVS Technical campus,3.3,12 Courses,₹50 K - 2 L,3.8,Coimbatore
"Om Engineering College, Junagadh",3.1,9 Courses,₹1.4 L - 2.7 L,2.5,Junagadh
Saikrupa College of Agriculture and Food Technology,NULL,2 Courses,₹3.1 L,– / –,Ahmednagar
Tinsukia College,3.7,5 Courses,– / –,2.5,Assam - Other
Florence Nightingale Institute of Nursing,NULL,1 Course,– / –,– / –,Navi Mumbai
A.V. Hirani College of Journalism and Performing Arts,NULL,6 Courses,– / –,– / –,Rajkot
Odisha School of Management & Technology,NULL,11 Courses,– / –,– / –,Bhubaneswar
V.I.M.S. College of Physiotheraphy,NULL,2 Courses,– / –,– / –,Vijayawada
A.S.(P.G.) College,4.0,8 Courses,– / –,3.0,Meerut
Harish Chandra Research Institute,NULL,2 Courses,– / –,₹11.72 LPA,Allahabad
"College of Dairy Science and Food Technology, Chhattisgarh Kamdhenu Vishwavidyalaya",4.4,7 Courses,₹79.8 K,3.0,Raipur
Smt. K. B. Abad Homoeopathic Medical College,NULL,2 Courses,₹4.7 L - 5 L,– / –,Nashik
Shri Sarvajanik Pharmacy College,4.4,6 Courses,₹2.4 L - 3.1 L,5.0,Mehsana
P.P.G. College of Nursing,4.7,8 Courses,– / –,4.4,Coimbatore
J.D. Polytechnic,2.8,5 Courses,₹18 K,1.0,Nagpur
Sri Chamarajendra Samskrita College,NULL,24 Courses,₹13 K - 13.5 K,– / –,Bangalore
"Arena Animation, Vile Parle",NULL,39 Courses,₹23 K - 3.5 L,– / –,Mumbai
"Christian College of Physiotherapy, Nagercoil",NULL,1 Course,– / –,– / –,Nagercoil
"Khalsa College of Education, Amritsar",NULL,5 Courses,– / –,– / –,Amritsar
Tiranga College of Animation and VFX,NULL,7 Courses,₹30 K - 3 L,– / –,Baramati
